Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
C100248,I0497,METAL PINK HEART,1,2009-12-01 10:26:17,4.61,11800,United Kingdom
C106697,00315,CERAMIC  HEART,1,2009-12-01 10:30:57,3.5,10450,United Kingdom
C103204,K0365,RETRO  DECORATION,1,2009-12-01 10:54:43,1.08,10847,United Kingdom
C103204,D0247,JUMBO  LANTERN,6,2009-12-01 10:54:43,3.87,10847,United Kingdom
C101468,00045,GLASS  SIGN,1,2009-12-01 11:06:30,2.12,10940,United Kingdom
C104735,S0352,FABRIC BLACK STORAGE,1,2009-12-01 11:33:15,3.53,10741,United Kingdom
C111402,C0215,RETRO PINK HEART,1,2009-12-01 11:45:31,2.51,11257,United Kingdom
C122229,W0422,WOODEN PINK HEART,2,2009-12-01 11:48:42,7.54,11575,United Kingdom
C122229,H0301,GLASS GOLD HEART,1,2009-12-01 11:48:42,4.71,11575,United Kingdom
C122229,Q0244,RETRO CREAM HEART,2,2009-12-01 11:48:42,3.28,11575,United Kingdom
C115557,M0152,CERAMIC GREEN FRAME,1,2009-12-01 11:55:32,8.93,10899,Spain
C100700,00111,JUMBO WHITE CANDLE,4,2009-12-01 11:56:34,1.36,11165,United Kingdom
C107396,00132,METAL RED SIGN,2,2009-12-01 12:01:47,2.72,11887,United Kingdom
C122588,00456,FABRIC CREAM STORAGE,4,2009-12-01 12:24:19,4.92,10835,Belgium
C122588,00147,METAL PINK BUNTING,6,2009-12-01 12:24:19,2.81,10835,Belgium
C112835,T0319,RETRO CREAM FRAME,1,2009-12-01 12:34:11,11.3,11470,Netherlands
C117563,00411,WOODEN SILVER STORAGE,12,2009-12-01 12:45:34,16.84,10047,United Kingdom
C117563,U0020,VINTAGE CREAM DECORATION,1,2009-12-01 12:45:34,7.08,10047,United Kingdom
C117563,00369,GLASS CREAM HEART,2,2009-12-01 12:45:34,2.14,10047,United Kingdom
C102462,G0427,METAL WHITE FRAME,3,2009-12-01 12:53:17,2.36,11848,United Kingdom
C118228,00180,CERAMIC  BOX,1,2009-12-01 13:01:19,2.31,11589,United Kingdom
C105976,B0122,FABRIC WHITE SIGN,2,2009-12-01 13:05:49,15.48,10441,Belgium
C112839,00183,PAPER BLUE LANTERN,1,2009-12-01 13:06:22,3.07,10722,United Kingdom
C120391,Z0011,RETRO PINK HEART,1,2009-12-01 13:17:02,2.44,11057,United Kingdom
C120391,N0488,JUMBO BLUE LANTERN,1,2009-12-01 13:17:02,3.88,11057,United Kingdom
C120391,00303,WOODEN  HOLDER,24,2009-12-01 13:17:02,5.41,11057,United Kingdom
C120391,00195,FABRIC RED HOLDER,2,2009-12-01 13:17:02,2.03,11057,United Kingdom
C107454,C0296,VINTAGE  SIGN,4,2009-12-01 13:27:40,3.98,10045,France
C107454,D0362,JUMBO WHITE HEART,1,2009-12-01 13:27:40,2.55,10045,France
C107454,00243,MINI RED STORAGE,1,2009-12-01 13:27:40,4.58,10045,France
C123728,H0169,CERAMIC BLACK STORAGE,2,2009-12-01 13:31:10,7.47,11839,United Kingdom
C103110,K0365,RETRO  DECORATION,2,2009-12-01 13:31:55,1.03,10299,United Kingdom
C103110,00363,GLASS  FRAME,1,2009-12-01 13:31:55,6.97,10299,United Kingdom
C105438,Y0485,GLASS SILVER LANTERN,3,2009-12-01 13:33:54,3.47,10074,United Kingdom
C105438,A0385,RETRO GOLD BUNTING,1,2009-12-01 13:33:54,2.41,10074,United Kingdom
C105438,X0203,MINI BLUE STORAGE,2,2009-12-01 13:33:54,6.22,10074,United Kingdom
C113055,G0001,WOODEN RED BOX,2,2009-12-01 13:45:17,8.77,10286,France
C113055,W0200,WOODEN GOLD FRAME,1,2009-12-01 13:45:17,6.77,10286,France
C113055,T0002,METAL WHITE BUNTING,1,2009-12-01 13:45:17,11.34,10286,France
C113055,B0088,GLASS BLACK DECORATION,2,2009-12-01 13:45:17,17.66,10286,France
C113055,E0065,JUMBO  DECORATION,1,2009-12-01 13:45:17,10.6,10286,France
C103111,X0367,JUMBO  HEART,1,2009-12-01 13:48:06,4.8,10252,United Kingdom
C112965,L0034,GLASS BLACK HEART,1,2009-12-01 13:59:50,5.35,11644,United Kingdom
C115118,00264,PAPER BLUE STORAGE,2,2009-12-01 14:26:05,7.48,10967,United Kingdom
C115118,G0092,PAPER IVORY FRAME,1,2009-12-01 14:26:05,25.14,10967,United Kingdom
C106917,T0292,VINTAGE RED BOX,4,2009-12-01 14:32:56,2.12,10646,United Kingdom
C106917,Z0430,RETRO  FRAME,1,2009-12-01 14:32:56,4.85,10646,United Kingdom
C106917,G0068,CERAMIC  BOX,3,2009-12-01 14:32:56,2.55,10646,United Kingdom
C122556,X0148,GLASS GREEN FRAME,1,2009-12-01 14:39:48,7.21,10920,Belgium
C110608,00420,PAPER RED STORAGE,2,2009-12-01 14:45:44,6.14,11644,United Kingdom
C106692,U0086,JUMBO BLUE FRAME,4,2009-12-01 14:46:05,2.91,11179,United Kingdom
C115989,00246,CERAMIC RED FRAME,1,2009-12-01 14:51:35,1.95,11849,United Kingdom
C108234,00336,RETRO WHITE HOLDER,1,2009-12-01 14:55:18,2.04,10817,Belgium
C102902,V0028,PAPER BLACK DECORATION,1,2009-12-01 15:01:50,2.3,11624,United Kingdom
C103115,00123,CERAMIC  STORAGE,1,2009-12-01 15:08:26,1.67,10476,United Kingdom
C103115,W0364,PAPER  CANDLE,1,2009-12-01 15:08:26,2.45,10476,United Kingdom
C100622,S0241,RETRO WHITE BUNTING,1,2009-12-01 15:14:38,2.76,10404,United Kingdom
C113553,00099,METAL IVORY SIGN,12,2009-12-01 15:19:10,8.57,11415,Australia
C113529,G0298,VINTAGE IVORY CANDLE,1,2009-12-01 15:27:45,3.01,10774,Germany
C113529,00279,PAPER  LANTERN,2,2009-12-01 15:27:45,4.39,10774,Germany
C113529,B0037,RETRO  BUNTING,24,2009-12-01 15:27:45,4.8,10774,Germany
C113529,00396,MINI  FRAME,1,2009-12-01 15:27:45,3.05,10774,Germany
C113529,00483,METAL GREEN SIGN,12,2009-12-01 15:27:45,1.34,10774,Germany
C122635,00486,FABRIC BLACK FRAME,6,2009-12-01 15:33:01,0.5,11805,Spain
C102522,00441,RETRO PINK BOX,1,2009-12-01 15:35:28,2.23,10625,United Kingdom
C121709,C0398,RETRO IVORY CANDLE,1,2009-12-01 15:42:30,5.85,11337,United Kingdom
C121709,00129,RETRO SILVER BUNTING,1,2009-12-01 15:42:30,2.71,11337,United Kingdom
C101184,Y0433,MINI WHITE HOLDER,1,2009-12-01 15:42:44,5.82,11418,United Kingdom
C101184,00027,PAPER SILVER BOX,1,2009-12-01 15:42:44,4.26,11418,United Kingdom
C107525,X0025,FABRIC  LANTERN,24,2009-12-01 15:44:46,7.85,11318,United Kingdom
C100937,00381,PAPER BLACK BOX,6,2009-12-01 16:11:17,1.84,11511,United Kingdom
C100937,C0178,RETRO PINK BOX,3,2009-12-01 16:11:17,6.15,11511,United Kingdom
C100937,00351,PAPER PINK HEART,2,2009-12-01 16:11:17,4.32,11511,United Kingdom
C100937,X0371,RETRO GOLD CANDLE,1,2009-12-01 16:11:17,1.22,11511,United Kingdom
C101813,U0070,VINTAGE GOLD STORAGE,1,2009-12-01 16:20:57,2.62,10470,Germany
C101813,L0208,GLASS  BUNTING,1,2009-12-01 16:20:57,5.06,10470,Germany
C108865,I0232,CERAMIC CREAM DECORATION,1,2009-12-01 16:28:47,1.6,10362,United Kingdom
C101459,V0379,METAL CREAM DECORATION,1,2009-12-01 16:29:42,2.67,10839,United Kingdom
C101459,C0178,RETRO PINK BOX,1,2009-12-01 16:29:42,6.1,10839,United Kingdom
C119604,I0295,METAL IVORY FRAME,2,2009-12-01 16:42:08,2.4,11082,United Kingdom
C119604,P0383,METAL GREEN DECORATION,2,2009-12-01 16:42:08,14.18,11082,United Kingdom
C122708,00396,MINI  FRAME,1,2009-12-01 17:18:43,2.94,11645,United Kingdom
C103665,00237,RETRO GREEN BUNTING,1,2009-12-01 17:20:16,13.8,10018,United Kingdom
C105169,V0044,WOODEN GREEN BUNTING,2,2009-12-01 17:22:29,1.48,10979,United Kingdom
C105169,00078,GLASS CREAM LANTERN,1,2009-12-01 17:22:29,2.57,10979,United Kingdom
C119517,00342,CERAMIC  HOLDER,1,2009-12-01 17:24:03,1.39,10466,United Kingdom
C115482,C0215,RETRO PINK HEART,3,2009-12-01 17:31:17,2.56,10237,Germany
C115482,V0028,PAPER BLACK DECORATION,3,2009-12-01 17:31:17,2.36,10237,Germany
C115000,D0362,JUMBO WHITE HEART,1,2009-12-01 17:35:49,2.53,10594,United Kingdom
C104812,T0401,METAL RED FRAME,2,2009-12-01 17:45:39,22.79,11437,United Kingdom
C115287,00222,WOODEN GOLD HEART,4,2009-12-01 17:50:11,0.79,10644,Spain
C115287,00000,VINTAGE RED FRAME,4,2009-12-01 17:50:11,2.13,10644,Spain
C115287,E0304,GLASS IVORY LANTERN,1,2009-12-01 17:50:11,3.96,10644,Spain
C115287,F0388,CERAMIC  BUNTING,1,2009-12-01 17:50:11,6.2,10644,Spain
C115287,L0167,VINTAGE  LANTERN,1,2009-12-01 17:50:11,8.77,10644,Spain
C115008,P0383,METAL GREEN DECORATION,1,2009-12-01 18:08:30,14.51,10488,United Kingdom
C104706,00480,METAL SILVER HOLDER,1,2009-12-01 18:09:05,3.42,10468,France
C119276,00114,GLASS SILVER HEART,1,2009-12-01 18:20:28,1.97,11507,United Kingdom
C124144,00327,MINI  DECORATION,1,2009-12-01 18:25:31,1.96,11585,Spain
C110244,U0355,PAPER GREEN SIGN,6,2009-12-01 18:27:58,8.47,11589,United Kingdom
C101200,00459,RETRO  HOLDER,1,2009-12-01 18:49:22,5.35,10066,United Kingdom
C116405,00342,CERAMIC  HOLDER,1,2009-12-01 18:50:47,1.45,11448,United Kingdom
C122396,B0196,RETRO BLACK BUNTING,1,2009-12-01 19:12:33,4.19,10731,United Kingdom
C118665,00039,CERAMIC RED HOLDER,1,2009-12-01 19:13:16,1.75,11617,Australia
C124074,00060,JUMBO GOLD BOX,1,2009-12-01 19:34:14,27.4,10036,United Kingdom
C124120,W0346,PAPER GOLD FRAME,2,2009-12-01 20:52:04,2.74,10817,United Kingdom
C110492,K0416,MINI PINK STORAGE,12,2009-12-01 21:43:59,5.63,11630,United Kingdom
C110492,00081,VINTAGE GREEN FRAME,6,2009-12-01 21:43:59,4.3,11630,United Kingdom
C110492,00351,PAPER PINK HEART,1,2009-12-01 21:43:59,4.42,11630,United Kingdom
C110492,00231,VINTAGE GREEN CANDLE,4,2009-12-01 21:43:59,6.36,11630,United Kingdom
C113320,A0385,RETRO GOLD BUNTING,1,2009-12-01 21:49:01,2.28,10359,United Kingdom
C113320,W0059,RETRO PINK SIGN,6,2009-12-01 21:49:01,4.6,10359,United Kingdom
C104404,00051,MINI GOLD CANDLE,1,2009-12-01 23:58:00,11.59,10431,United Kingdom
C124174,H0409,GLASS  HOLDER,1,2009-12-02 00:23:14,3.29,11764,United Kingdom
C124174,I0154,METAL BLUE HEART,2,2009-12-02 00:23:14,13.18,11764,United Kingdom
C124174,00144,FABRIC GOLD STORAGE,3,2009-12-02 00:23:14,4.6,11764,United Kingdom
C124469,Y0283,GLASS  DECORATION,2,2009-12-02 02:08:46,4.25,10310,United Kingdom
C124469,P0440,JUMBO  HEART,1,2009-12-02 02:08:46,8.03,10310,United Kingdom
C113669,R0118,RETRO BLACK STORAGE,12,2009-12-02 02:35:02,4.64,10050,United Kingdom
C113669,I0449,FABRIC SILVER FRAME,1,2009-12-02 02:35:02,14.93,10050,United Kingdom
C113669,S0307,JUMBO GREEN BOX,1,2009-12-02 02:35:02,8.35,10050,United Kingdom
C113669,B0031,JUMBO  LANTERN,1,2009-12-02 02:35:02,9.0,10050,United Kingdom
C113669,00057,WOODEN IVORY BOX,2,2009-12-02 02:35:02,3.8,10050,United Kingdom
C113942,00405,GLASS BLUE LANTERN,1,2009-12-02 02:39:13,3.33,11751,France
C113942,L0310,MINI  LANTERN,1,2009-12-02 02:39:13,3.6,11751,France
C113942,00354,WOODEN PINK SIGN,1,2009-12-02 02:39:13,2.83,11751,France
C107176,C0425,JUMBO  HOLDER,3,2009-12-02 03:20:55,5.44,11687,United Kingdom
C107176,Z0149,MINI PINK HOLDER,1,2009-12-02 03:20:55,3.76,11687,United Kingdom
C107176,00261,METAL SILVER DECORATION,3,2009-12-02 03:20:55,18.76,11687,United Kingdom
C107176,C0331,METAL SILVER STORAGE,6,2009-12-02 03:20:55,14.65,11687,United Kingdom
C107176,Q0332,CERAMIC  HEART,2,2009-12-02 03:20:55,4.7,11687,United Kingdom
C112716,V0028,PAPER BLACK DECORATION,1,2009-12-02 03:37:20,2.3,11774,France
C112716,Z0187,RETRO RED STORAGE,24,2009-12-02 03:37:20,1.39,11774,France
C124182,A0305,MINI  BUNTING,1,2009-12-02 03:55:40,3.64,11894,United Kingdom
C116293,X0460,VINTAGE RED STORAGE,12,2009-12-02 05:04:57,2.29,11630,United Kingdom
C103046,H0413,MINI  LANTERN,1,2009-12-02 05:12:05,3.65,11760,United Kingdom
C103046,00276,CERAMIC CREAM HEART,1,2009-12-02 05:12:05,16.76,11760,United Kingdom
C103046,00402,FABRIC BLACK FRAME,1,2009-12-02 05:12:05,9.32,11760,United Kingdom
C103046,C0026,METAL SILVER LANTERN,2,2009-12-02 05:12:05,6.37,11760,United Kingdom
C108717,P0052,GLASS BLACK BUNTING,24,2009-12-02 05:22:53,9.45,10508,United Kingdom
C108717,R0412,GLASS GREEN FRAME,1,2009-12-02 05:22:53,5.86,10508,United Kingdom
C108717,00006,METAL RED CANDLE,2,2009-12-02 05:22:53,8.87,10508,United Kingdom
C121666,Q0320,PAPER PINK BUNTING,1,2009-12-02 05:44:43,3.96,11023,United Kingdom
C121666,00264,PAPER BLUE STORAGE,2,2009-12-02 05:44:43,7.22,11023,United Kingdom
C121666,L0326,JUMBO  LANTERN,1,2009-12-02 05:44:43,2.57,11023,United Kingdom
C121666,W0202,RETRO BLACK BOX,1,2009-12-02 05:44:43,3.97,11023,United Kingdom
C105626,00468,VINTAGE CREAM FRAME,4,2009-12-02 06:14:12,4.87,10150,France
C105626,Y0151,MINI WHITE FRAME,1,2009-12-02 06:14:12,11.11,10150,France
C115310,O0235,JUMBO  CANDLE,2,2009-12-02 06:37:18,3.11,11750,United Kingdom
C115310,L0208,GLASS  BUNTING,1,2009-12-02 06:37:18,5.0,11750,United Kingdom
C113964,00384,FABRIC  BUNTING,1,2009-12-02 07:58:12,0.58,10797,United Kingdom
C114429,00285,VINTAGE  HOLDER,1,2009-12-02 09:00:07,7.31,11970,Germany
C117371,L0094,GLASS  DECORATION,2,2009-12-02 09:09:56,1.39,10719,United Kingdom
C116880,00441,RETRO PINK BOX,1,2009-12-02 09:13:42,2.23,11094,United Kingdom
C116880,00477,RETRO GOLD HEART,24,2009-12-02 09:13:42,4.55,11094,United Kingdom
C111009,T0401,METAL RED FRAME,2,2009-12-02 09:24:49,24.22,10925,Germany
C111009,T0404,JUMBO CREAM CANDLE,4,2009-12-02 09:24:49,11.27,10925,Germany
C111009,P0481,FABRIC BLACK HOLDER,4,2009-12-02 09:24:49,17.14,10925,Germany
C100206,00054,RETRO BLUE BOX,3,2009-12-02 09:34:49,3.47,10874,Germany
C100206,J0184,VINTAGE GOLD CANDLE,6,2009-12-02 09:34:49,3.08,10874,Germany
C111740,00030,JUMBO BLUE BUNTING,2,2009-12-02 09:36:14,3.21,10618,United Kingdom
C118687,Q0101,WOODEN BLUE CANDLE,1,2009-12-02 09:41:51,4.05,10504,France
C118687,S0452,CERAMIC WHITE STORAGE,1,2009-12-02 09:41:51,5.72,10504,France
C118687,G0073,METAL WHITE STORAGE,1,2009-12-02 09:41:51,2.57,10504,France
C118687,U0139,JUMBO IVORY BOX,1,2009-12-02 09:41:51,7.17,10504,France
C104179,B0491,JUMBO RED BUNTING,2,2009-12-02 09:57:45,10.86,11868,United Kingdom
C111736,00012,GLASS CREAM CANDLE,2,2009-12-02 09:59:40,3.99,11948,United Kingdom
C120622,00456,FABRIC CREAM STORAGE,1,2009-12-02 10:19:54,4.79,10001,United Kingdom
C120622,00444,WOODEN BLACK BOX,2,2009-12-02 10:19:54,6.23,10001,United Kingdom
C120021,S0067,WOODEN  FRAME,2,2009-12-02 10:24:22,1.87,11779,United Kingdom
C124032,Z0011,RETRO PINK HEART,6,2009-12-02 10:42:25,2.4,10518,United Kingdom
C114268,P0455,PAPER  BOX,3,2009-12-02 10:56:30,5.18,11829,United Kingdom
C121196,T0061,METAL BLUE CANDLE,3,2009-12-02 11:03:14,0.96,11194,United Kingdom
C121308,Y0136,METAL  DECORATION,1,2009-12-02 11:17:22,9.02,11799,United Kingdom
C121308,00231,VINTAGE GREEN CANDLE,4,2009-12-02 11:17:22,6.34,11799,United Kingdom
C121308,N0488,JUMBO BLUE LANTERN,4,2009-12-02 11:17:22,3.78,11799,United Kingdom
C121308,00183,PAPER BLUE LANTERN,2,2009-12-02 11:17:22,2.94,11799,United Kingdom
C116591,C0296,VINTAGE  SIGN,12,2009-12-02 11:33:28,4.21,10573,United Kingdom
C116591,00162,FABRIC SILVER BUNTING,6,2009-12-02 11:33:28,2.46,10573,United Kingdom
C111373,S0241,RETRO WHITE BUNTING,1,2009-12-02 11:44:58,2.85,10282,United Kingdom
C111373,A0040,METAL BLACK STORAGE,2,2009-12-02 11:44:58,6.1,10282,United Kingdom
C100540,W0281,GLASS IVORY DECORATION,1,2009-12-02 12:10:07,4.23,11364,United Kingdom
C116361,00387,GLASS WHITE HEART,1,2009-12-02 12:26:11,3.68,10436,France
C115445,00210,WOODEN WHITE FRAME,3,2009-12-02 12:35:16,4.65,10076,France
C115445,N0488,JUMBO BLUE LANTERN,1,2009-12-02 12:35:16,3.58,10076,France
C115445,00300,RETRO  HOLDER,6,2009-12-02 12:35:16,21.96,10076,France
C118947,00099,METAL IVORY SIGN,3,2009-12-02 12:48:37,7.94,11559,United Kingdom
C105921,Y0283,GLASS  DECORATION,1,2009-12-02 12:50:00,4.27,10512,Germany
C109318,C0296,VINTAGE  SIGN,3,2009-12-02 12:51:18,4.12,11830,United Kingdom
C101031,U0008,FABRIC  FRAME,2,2009-12-02 13:07:44,3.62,10934,United Kingdom
C102139,L0034,GLASS BLACK HEART,1,2009-12-02 13:14:44,5.11,11184,United Kingdom
C102139,U0008,FABRIC  FRAME,1,2009-12-02 13:14:44,3.88,11184,United Kingdom
C102139,C0206,FABRIC BLACK CANDLE,1,2009-12-02 13:14:44,5.25,11184,United Kingdom
C105133,Y0433,MINI WHITE HOLDER,1,2009-12-02 14:05:32,6.09,11368,United Kingdom
C105133,00051,MINI GOLD CANDLE,1,2009-12-02 14:05:32,11.16,11368,United Kingdom
C120886,J0184,VINTAGE GOLD CANDLE,3,2009-12-02 14:16:10,3.19,11653,France
C120886,Q0335,CERAMIC PINK HOLDER,2,2009-12-02 14:16:10,7.06,11653,France
C118937,Q0340,MINI  BUNTING,1,2009-12-02 14:16:22,9.62,11327,United Kingdom
C114470,00174,PAPER BLACK LANTERN,2,2009-12-02 14:22:30,10.26,10132,United Kingdom
C103430,Z0430,RETRO  FRAME,1,2009-12-02 14:25:56,4.56,11836,Portugal
C105810,U0029,MINI  BUNTING,6,2009-12-02 14:37:48,1.32,10074,United Kingdom
C123483,00456,FABRIC CREAM STORAGE,4,2009-12-02 14:39:54,4.86,11767,Netherlands
C123483,00411,WOODEN SILVER STORAGE,3,2009-12-02 14:39:54,16.83,11767,Netherlands
C117492,W0281,GLASS IVORY DECORATION,1,2009-12-02 15:06:10,4.44,11044,Spain
C123501,C0484,VINTAGE GOLD CANDLE,1,2009-12-02 15:15:31,3.66,10008,Spain
C109855,L0167,VINTAGE  LANTERN,1,2009-12-02 15:36:10,8.3,10266,United Kingdom
C115735,00399,METAL PINK DECORATION,2,2009-12-02 15:36:27,3.21,11349,United Kingdom
C116468,O0145,WOODEN IVORY CANDLE,1,2009-12-02 15:55:47,4.71,10270,United Kingdom
C106587,00225,WOODEN BLACK BOX,1,2009-12-02 15:57:04,5.07,10050,United Kingdom
C102964,00420,PAPER RED STORAGE,1,2009-12-02 15:57:20,5.84,10763,United Kingdom
C111897,00195,FABRIC RED HOLDER,1,2009-12-02 15:58:15,1.91,11518,United Kingdom
C104035,T0277,METAL GREEN LANTERN,4,2009-12-02 16:05:48,1.52,11122,Netherlands
C121429,00120,GLASS GREEN FRAME,3,2009-12-02 16:15:53,5.07,10268,United Kingdom
C105410,V0461,WOODEN WHITE FRAME,1,2009-12-02 16:40:54,6.42,10575,United Kingdom
C104392,00309,JUMBO BLUE STORAGE,1,2009-12-02 17:01:31,2.76,11653,United Kingdom
C103735,00090,WOODEN IVORY DECORATION,1,2009-12-02 17:01:47,1.63,10651,United Kingdom
C118877,00150,VINTAGE BLACK CANDLE,1,2009-12-02 17:16:24,3.7,10776,United Kingdom
C119615,T0002,METAL WHITE BUNTING,3,2009-12-02 17:22:48,11.04,11280,United Kingdom
C110406,I0295,METAL IVORY FRAME,1,2009-12-02 17:24:53,2.36,10425,United Kingdom
C112539,Y0290,PAPER RED DECORATION,2,2009-12-02 17:27:09,4.44,10500,United Kingdom
C112539,00138,PAPER CREAM STORAGE,1,2009-12-02 17:27:09,8.9,10500,United Kingdom
C112539,O0097,MINI BLUE LANTERN,2,2009-12-02 17:27:09,2.6,10500,United Kingdom
C111038,V0028,PAPER BLACK DECORATION,2,2009-12-02 17:34:38,2.28,11167,United Kingdom
C104221,L0167,VINTAGE  LANTERN,2,2009-12-02 17:46:10,8.85,11360,United Kingdom
C104221,A0350,JUMBO RED BUNTING,4,2009-12-02 17:46:10,5.44,11360,United Kingdom
C100336,H0209,CERAMIC  LANTERN,1,2009-12-02 17:59:24,2.5,11810,United Kingdom
C108311,Y0047,WOODEN RED FRAME,2,2009-12-02 18:02:34,7.05,11206,United Kingdom
C118842,00276,CERAMIC CREAM HEART,1,2009-12-02 18:08:25,15.82,10925,Switzerland
C105287,H0209,CERAMIC  LANTERN,1,2009-12-02 18:25:50,2.3,10617,Netherlands
C104589,D0247,JUMBO  LANTERN,1,2009-12-02 18:33:13,3.83,11623,United Kingdom
C104589,00471,RETRO RED FRAME,1,2009-12-02 18:33:13,14.89,11623,United Kingdom
C104589,T0434,FABRIC CREAM STORAGE,4,2009-12-02 18:33:13,10.72,11623,United Kingdom
